Cust_Id,Rating,Movie_Id
697202,3.0,2495
1650095,4.0,13050
981003,4.0,11182
1894043,3.0,13177
1364702,4.0,7892
814376,5.0,14621
844346,5.0,9426
2575071,5.0,3864
340156,3.0,10986
2594239,4.0,15800
2335457,3.0,7695
2298101,3.0,17622
91531,3.0,12232
2205417,3.0,4870
1475461,4.0,3942
16786,4.0,3624
1318802,4.0,12546
1494821,5.0,9800
1855590,3.0,17287
1544981,3.0,5589
500629,4.0,11209
482666,4.0,11139
1456497,4.0,13629
1515877,3.0,3903
1067696,3.0,17339
698929,4.0,12292
2634247,2.0,5571
1943536,3.0,10981
1031640,4.0,12556
1482189,5.0,12956
1449116,4.0,10734
1723704,5.0,11607
1949220,3.0,7509
778283,3.0,15124
1860352,3.0,12493
2284783,3.0,12456
2229752,3.0,6500
433955,4.0,13050
1129824,5.0,12513
439968,3.0,5604
51746,3.0,17355
1306344,4.0,11152
24298,4.0,8782
2624723,4.0,3397
911845,5.0,6050
1069243,1.0,7827
732775,2.0,14712
1800367,3.0,4656
1251028,3.0,1902
1662120,4.0,12774
1143244,5.0,1905
604856,4.0,5875
245405,4.0,6123
286883,4.0,14780
117569,3.0,3106
1445536,3.0,4345
1287683,4.0,7395
1836706,5.0,13007
2559507,4.0,10739
493842,2.0,16572
620146,5.0,17681
855933,1.0,3225
2398469,5.0,1467
311286,3.0,5055
347455,4.0,9628
334429,4.0,2452
36828,4.0,12890
1204294,3.0,8512
380767,4.0,571
367933,3.0,2340
713589,2.0,15394
2357910,4.0,607
719139,2.0,15409
1694507,2.0,11398
1191002,4.0,15702
2399479,3.0,3079
1668051,5.0,7600
1863442,5.0,533
1253349,3.0,7521
957642,4.0,16201
470781,4.0,10358
1397659,3.0,7696
1856602,2.0,16242
1123368,1.0,15409
2233542,3.0,1578
892081,5.0,10828
1614626,4.0,7166
1943935,4.0,15455
386156,4.0,16265
2614085,4.0,16236
920280,5.0,15861
1977612,5.0,5309
2021731,3.0,3312
432596,5.0,2782
1480900,3.0,11702
717200,3.0,3312
2481491,2.0,5056
2139440,5.0,171
2380552,5.0,11337
1705359,3.0,9662
1531591,2.0,9785
2274119,2.0,5162
1783543,5.0,11999
2009414,4.0,11089
1082290,4.0,8107
345580,5.0,1665
22663,3.0,3860
1140468,4.0,3106
2602667,4.0,10808
1539119,4.0,5650
2576863,2.0,9741
1769069,3.0,708
1193629,3.0,2290
499768,4.0,14978
2266842,5.0,17308
650326,5.0,5448
2013714,4.0,4331
2127868,4.0,11165
2040484,3.0,185
389029,4.0,16984
237263,3.0,14103
191738,4.0,148
2520933,3.0,2181
1557266,5.0,13847
105595,4.0,10421
1748972,3.0,17103
1057475,3.0,1110
1226650,4.0,483
1928344,4.0,5327
1528435,4.0,1799
1487503,3.0,14538
1855253,4.0,14725
119867,4.0,12338
1872980,3.0,10527
579352,2.0,14355
2330585,3.0,4931
519020,5.0,9426
2435015,4.0,10168
2413798,3.0,118
2509719,4.0,17627
1202329,4.0,16810
1901678,3.0,5363
188359,3.0,4686
1167553,3.0,1220
2400645,1.0,15917
833276,3.0,17149
2529212,4.0,2391
293906,2.0,10271
978465,5.0,8744
590003,3.0,11303
2175106,5.0,2178
1128399,5.0,5318
1639262,5.0,10886
1546115,3.0,11401
2159010,3.0,2152
981656,3.0,10702
413187,4.0,4364
831346,4.0,7980
476197,3.0,14855
128021,4.0,14574
1750443,3.0,9677
1926905,4.0,6268
1510547,4.0,4883
893619,5.0,13293
606605,4.0,4177
1974503,2.0,4698
1697473,3.0,8585
862071,4.0,7127
761185,3.0,1466
1934110,1.0,10894
540026,4.0,5191
833884,3.0,17281
262931,2.0,378
443572,3.0,1939
2020165,3.0,6060
2619756,3.0,6797
2373330,4.0,17474
2389847,4.0,1509
2615507,3.0,6464
2365871,5.0,2290
1841134,3.0,4392
1030466,4.0,10550
1443200,4.0,8641
2496012,3.0,13073
129161,3.0,4315
252863,4.0,1428
567705,3.0,3320
539955,3.0,12232
338575,3.0,5704
624574,5.0,17435
1378278,1.0,3624
887741,5.0,5924
2064995,2.0,3526
2536347,4.0,7127
878700,5.0,1650
1978379,4.0,11789
2262127,4.0,10920
819306,5.0,6450
250509,2.0,15053
2524692,3.0,14480
1925175,4.0,16236
2303680,4.0,10088
1814170,5.0,14358
1620428,5.0,10375
1036836,3.0,2749
839123,4.0,10358
1599243,3.0,5181
1146551,3.0,13795
1793717,2.0,12280
2074501,2.0,11443
300777,4.0,6797
1835359,3.0,16768
2519568,3.0,11149
483077,3.0,11910
1204327,2.0,1104
844748,3.0,15563
962631,4.0,12305
680518,2.0,16298
324829,3.0,7281
604692,2.0,8619
1443328,4.0,6475
2039684,4.0,6350
1407394,4.0,12110
1924585,3.0,12002
1829866,4.0,4577
1339428,1.0,6268
173930,4.0,14815
305574,3.0,11110
192390,4.0,6497
341164,3.0,7544
505875,4.0,9426
2285967,2.0,11356
1302001,5.0,2465
2628118,5.0,4330
1230247,4.0,9768
1335591,2.0,17625
1831149,5.0,10042
1150912,3.0,15764
1932377,5.0,16954
2529316,4.0,2095
2088664,3.0,9635
1091723,5.0,16887
109667,5.0,16872
1158708,2.0,5318
49142,3.0,4705
1683322,3.0,4341
2239892,4.0,8171
2143726,5.0,788
1214181,4.0,7928
2518772,5.0,16634
2400647,5.0,16465
723161,3.0,329
2290352,3.0,705
490596,3.0,1428
2022256,4.0,5545
1634828,4.0,4683
1338181,2.0,7691
201086,4.0,9471
2311863,4.0,15816
629309,3.0,9265
2102030,4.0,5235
376576,4.0,12450
201707,3.0,9685
451288,2.0,811
934656,5.0,10358
957288,5.0,16879
1661216,3.0,12828
447764,4.0,11283
1487570,3.0,2922
809692,4.0,9960
2003197,3.0,2992
479481,5.0,9662
2023168,2.0,8211
1154329,4.0,16377
2467036,3.0,4306
1852254,5.0,14621
1797234,5.0,15784
72274,3.0,483
1437372,3.0,11851
126793,4.0,5895
2076505,2.0,7399
1687095,4.0,11214
2273651,2.0,11663
1009547,5.0,16363
1448489,4.0,11630
511340,5.0,9528
1180876,4.0,886
2174380,1.0,5401
338427,5.0,270
35781,5.0,7219
495206,3.0,2112
1411511,4.0,6911
1563698,1.0,7771
1086736,4.0,16760
530137,3.0,13302
2612319,3.0,8687
2033308,3.0,15394
407797,3.0,14820
694806,4.0,9756
805303,5.0,14909
1086617,3.0,12918
1422960,2.0,13748
1374758,3.0,357
1709984,4.0,7145
2547537,3.0,7928
784041,3.0,457
1931476,4.0,615
1362663,3.0,8467
1969676,4.0,11442
1906608,4.0,3456
699133,2.0,12232
1376350,3.0,12890
996445,4.0,11182
1073354,3.0,5363
1747911,5.0,7483
442745,5.0,1144
1866654,5.0,2443
378784,1.0,10704
2565761,5.0,17319
2080743,3.0,11218
2147223,5.0,5895
1321126,4.0,7294
88697,2.0,5169
933725,4.0,14667
1162054,3.0,8644
1229664,4.0,6099
412836,4.0,11837
1965495,3.0,1110
1977505,5.0,6655
2363627,3.0,11702
2090517,5.0,10986
2187764,4.0,763
2348692,5.0,17355
1076140,3.0,6718
1104073,5.0,3962
548665,5.0,7219
1566401,3.0,16380
199266,3.0,7483
1251781,2.0,11173
826184,4.0,13255
538097,3.0,6475
1146131,1.0,17149
1661344,4.0,12309
1918794,4.0,12738
2147262,3.0,1665
703213,3.0,1602
2440242,3.0,13318
620146,5.0,16463
1777406,3.0,4699
2446442,3.0,5695
1880766,5.0,7057
1218392,3.0,1650
2180219,4.0,17751
2593690,4.0,12843
2639728,2.0,10176
408180,4.0,11337
477626,3.0,758
2083328,4.0,14660
1592360,3.0,8379
1901861,4.0,6637
2096968,4.0,4227
2316029,3.0,14670
872591,4.0,14999
1113177,2.0,8123
2413861,4.0,16357
2571411,4.0,682
1357926,5.0,16237
2160476,4.0,15755
626868,5.0,17346
2577397,1.0,4740
2585017,3.0,17558
1515117,3.0,12355
1842656,4.0,16438
1988149,4.0,14806
473955,4.0,2342
163066,3.0,5607
1594135,3.0,9051
551748,3.0,7430
1642619,4.0,17263
1922,3.0,14852
2014322,5.0,17431
2143946,4.0,9505
1406478,5.0,6833
61189,4.0,8079
1736682,3.0,4995
1401186,4.0,17355
901522,5.0,2782
2415676,5.0,9051
1279862,4.0,2200
536085,4.0,3624
1396717,3.0,11029
2488404,4.0,5293
1286513,3.0,3926
1051945,4.0,12224
1707198,3.0,7599
1260605,4.0,7971
1887046,2.0,413
2491066,3.0,15084
2596548,4.0,9432
2385309,5.0,10889
1701031,3.0,8585
395257,4.0,2782
750646,5.0,11937
1524198,2.0,11062
552505,5.0,12338
2347487,4.0,17328
1431636,1.0,6497
314790,5.0,3860
194096,5.0,2252
1298629,4.0,10013
1617200,2.0,15764
1145912,4.0,16760
1319967,4.0,13081
2413946,5.0,14550
1791124,4.0,12734
1357217,4.0,4060
457081,5.0,5084
2544655,4.0,8066
1413265,3.0,571
394329,5.0,7032
772278,5.0,8313
111736,1.0,7904
655385,4.0,10467
1895682,1.0,1305
1806731,4.0,16223
589285,4.0,331
1730900,5.0,15436
1948205,3.0,58
320362,4.0,6844
2277016,5.0,10027
1064805,4.0,10378
2405523,4.0,3917
851852,3.0,5882
1602765,3.0,5181
113029,5.0,14978
2016801,4.0,17292
990419,4.0,3860
1892530,4.0,6196
544646,3.0,8915
1811565,5.0,6329
1153098,5.0,10785
803979,3.0,14367
1856866,4.0,8682
2124470,1.0,16930
1659178,5.0,11521
474032,4.0,10774
862596,3.0,8177
1065444,2.0,8159
2608393,5.0,16969
2173152,5.0,17474
310203,2.0,5939
2013582,4.0,14953
1934779,2.0,16765
1668051,2.0,9241
1074895,5.0,12052
1242406,3.0,16994
2042240,3.0,12149
224258,1.0,11149
122503,3.0,9432
954742,4.0,16438
881109,4.0,7590
106615,5.0,10358
2095666,3.0,14538
2364842,3.0,8019
318504,3.0,273
580056,4.0,8636
2616413,3.0,14274
1876283,3.0,11663
2583530,5.0,10947
1184328,3.0,6398
1599204,5.0,10860
359960,4.0,2252
1192119,3.0,16390
1629456,5.0,12246
2555429,4.0,9728
1342591,3.0,7617
279960,4.0,708
944741,4.0,8526
1889648,5.0,14928
1852311,2.0,8809
1681800,4.0,10451
1301701,3.0,4284
1571565,3.0,6982
1793868,3.0,11077
1762897,3.0,10886
1484561,4.0,201
1732365,4.0,17761
870952,4.0,14667
604173,4.0,7360
1513174,4.0,6971
1973617,2.0,13217
2226339,5.0,1399
2082270,3.0,11198
1615638,3.0,7563
1131614,5.0,4266
2208645,4.0,12778
170551,3.0,14198
230375,5.0,7416
2544096,4.0,10359
2387369,4.0,3256
1187000,4.0,15381
2262200,4.0,11134
214784,4.0,16222
921765,4.0,3151
1770761,3.0,15233
738116,4.0,11283
1225293,4.0,16660
1632503,5.0,10666
1634558,3.0,6243
593788,4.0,9756
713980,5.0,10123
297927,4.0,6739
925680,2.0,6386
211761,2.0,17149
616093,3.0,13486
2059490,2.0,5807
1961542,5.0,6974
1735209,5.0,1255
42704,4.0,12473
2300041,4.0,6816
1957786,3.0,17603
2512234,3.0,7937
1885016,2.0,13827
2306984,3.0,1130
2553657,3.0,6347
48078,4.0,6235
101842,3.0,15132
2131423,4.0,16384
616794,5.0,3938
2630807,5.0,1682
1917508,4.0,12047
758697,4.0,13787
1161050,4.0,2122
2003856,3.0,4315
1365076,4.0,12508
1944591,5.0,15887
66087,3.0,3756
1180814,4.0,670
132384,4.0,3274
1222245,3.0,12925
900256,3.0,7509
2301336,3.0,15496
323399,3.0,5926
2408432,5.0,175
1695999,4.0,2899
1988735,3.0,16569
662888,4.0,8357
2469324,4.0,10921
2337296,3.0,8333
1521156,5.0,14382
811104,3.0,9886
1659788,4.0,10372
1629440,3.0,16937
696400,2.0,6464
361564,4.0,12600
2471176,3.0,11114
1270431,4.0,14149
745471,3.0,1646
2489602,2.0,167
840623,4.0,5727
15218,5.0,12785
671988,4.0,13748
1140998,5.0,2395
641023,4.0,5845
781735,3.0,4341
2069740,4.0,720
1243544,4.0,12676
2245898,3.0,8387
954301,3.0,8596
1316922,5.0,11573
164336,4.0,12785
329653,5.0,12538
2629599,3.0,16325
815635,3.0,825
989160,3.0,12191
2621862,3.0,6437
1955740,3.0,16703
1328118,3.0,14047
973213,4.0,16303
382006,5.0,7701
1028769,4.0,14725
845941,1.0,4884
1595841,5.0,13293
1651744,5.0,2095
2568178,4.0,17405
2254539,3.0,4841
259516,4.0,13663
136630,4.0,6343
198587,4.0,4306
587216,5.0,15922
928303,1.0,962
2337931,4.0,12115
582092,4.0,8915
696047,5.0,16384
2413936,3.0,15393
1166526,3.0,9798
92833,4.0,9592
1224296,3.0,16283
1013642,5.0,6587
786679,2.0,3925
1270901,4.0,6971
718489,5.0,2780
949487,5.0,1144
575455,4.0,8915
1170200,5.0,7040
1496219,2.0,2680
2345991,3.0,5807
161796,5.0,6664
8815,5.0,6475
337860,2.0,5318
1187411,5.0,52
1997079,2.0,8447
882322,3.0,15105
1850680,1.0,14702
2592234,4.0,8295
1874540,4.0,15209
799919,4.0,8881
1483013,2.0,2200
2057718,3.0,6133
487133,3.0,3285
1313273,3.0,14644
2627366,5.0,5562
273648,4.0,30
1101078,3.0,3174
308257,4.0,11210
1061083,2.0,8966
459386,3.0,17506
2364018,2.0,11013
1591819,2.0,5434
270523,5.0,10027
2399056,2.0,12047
262134,4.0,14505
1179803,4.0,6510
1065302,2.0,3638
1818647,3.0,12399
546802,3.0,4339
1131878,4.0,5496
783525,3.0,2495
1144465,5.0,6829
160732,3.0,13072
376600,3.0,12931
1547622,3.0,16002
21334,2.0,16984
431626,4.0,17541
1072804,4.0,9235
1891070,5.0,16954
959331,5.0,10808
2533067,4.0,6555
459060,5.0,17578
1282335,4.0,11283
53719,4.0,13695
919041,4.0,6037
932168,3.0,4389
295220,5.0,5614
424947,4.0,16767
529987,4.0,7683
2112873,4.0,16879
1817922,5.0,7293
1023040,5.0,16242
1142246,4.0,9170
973455,4.0,13895
27715,3.0,7563
694599,2.0,6080
563705,2.0,6664
2013409,4.0,6231
2159454,4.0,6450
2303820,3.0,15532
602181,4.0,16377
1390412,4.0,12195
1753577,3.0,6555
1956269,4.0,2757
1856385,4.0,5614
1013013,3.0,13787
1096082,4.0,8020
749010,1.0,11929
188725,4.0,16901
1276913,5.0,3962
214254,5.0,3672
2001869,4.0,13433
2562864,3.0,8216
459458,5.0,16438
1184861,5.0,859
1933539,4.0,2734
1649111,2.0,17308
1042853,4.0,10827
980698,4.0,16286
375606,3.0,13052
1831596,4.0,1798
237194,5.0,5181
1546588,5.0,11283
307483,3.0,6206
1549684,4.0,17355
2617913,5.0,13129
1671666,4.0,8644
1826815,3.0,16082
2118440,4.0,2734
1880993,3.0,17703
1944012,5.0,7230
2049525,5.0,15853
875723,4.0,8526
529364,3.0,16380
2437675,4.0,9234
1566875,3.0,17308
480499,3.0,9596
945759,3.0,6555
1559864,3.0,15200
2030511,4.0,3824
2604977,4.0,11064
1975707,3.0,8024
175412,5.0,7230
519180,5.0,6408
194555,3.0,4996
1922624,3.0,2890
2071037,3.0,3085
98722,3.0,5333
1842197,5.0,2782
1599816,3.0,11040
1343397,4.0,15472
1695554,1.0,4472
2643752,5.0,11090
2597551,4.0,16465
51523,2.0,14215
297901,3.0,6826
1744325,2.0,17157
879334,4.0,7757
2090574,5.0,8743
2546569,4.0,1770
1319658,1.0,3394
1785464,3.0,14112
991798,4.0,11064
887393,3.0,15646
1354943,5.0,17361
671368,4.0,11745
1568315,3.0,7067
440750,5.0,11903
1427929,3.0,17560
2164153,3.0,12299
435176,4.0,17169
487164,5.0,11745
2307940,4.0,14367
1868308,5.0,13673
2333025,3.0,4306
82103,3.0,10673
2458694,3.0,7928
2496899,5.0,15421
823370,2.0,15373
1281037,5.0,11882
1783681,5.0,1367
105221,3.0,5515
206582,4.0,16954
206808,3.0,5149
416354,3.0,15394
1232692,5.0,3333
1457927,4.0,10947
1122306,4.0,10173
679255,3.0,2012
797640,3.0,15385
635808,4.0,1902
606105,4.0,5054
2364743,4.0,13359
1910107,3.0,14644
1511575,3.0,11985
459912,4.0,8105
2506836,4.0,11132
1978328,4.0,4479
2263437,5.0,12400
356605,2.0,4876
2416290,4.0,2470
1704751,5.0,4345
239137,2.0,2140
190230,3.0,660
887640,2.0,10275
1623353,3.0,6134
63053,5.0,17431
1300759,3.0,4845
2397977,4.0,17423
672097,4.0,12015
1938382,5.0,12497
1696594,1.0,10337
1508043,3.0,14725
1249686,3.0,16357
33914,5.0,6287
1460561,2.0,2139
2334449,2.0,10785
1343378,1.0,5226
1754477,3.0,6166
918750,5.0,8079
2056875,4.0,10152
94321,2.0,17506
220867,2.0,11182
1086736,5.0,17004
492250,2.0,10226
2102321,4.0,14644
3870,4.0,17431
1895495,3.0,7904
2568959,3.0,16008
1837889,4.0,191
1683033,5.0,16768
440793,5.0,11080
1130261,3.0,4369
236344,4.0,14978
1447771,4.0,5468
2146603,4.0,2882
278056,4.0,6673
1574148,2.0,4883
823164,5.0,5762
1439058,2.0,15919
1417406,5.0,11064
125498,1.0,17355
1210815,4.0,7590
208356,3.0,16384
486856,4.0,16394
1180755,2.0,3368
1483838,3.0,10044
2064220,3.0,12918
70893,3.0,7430
794525,2.0,311
127471,4.0,1969
281851,5.0,4912
991670,5.0,15816
2562675,2.0,16997
2553138,5.0,11812
953043,1.0,2757
1182000,3.0,17762
188212,4.0,10820
1845247,2.0,5614
1534535,2.0,12662
1874760,4.0,985
1743478,2.0,1719
2305512,4.0,10835
1135154,5.0,1144
1086832,3.0,6281
1431911,5.0,473
1512836,4.0,3371
1944878,4.0,13412
2503033,5.0,12186
2367969,2.0,13050
1833119,3.0,7971
922289,1.0,14940
1977373,5.0,16075
1623667,4.0,14382
1838049,5.0,2430
229365,4.0,14109
553322,5.0,14869
437732,3.0,15233
63623,3.0,17154
666743,5.0,2862
1978083,5.0,16384
1747640,5.0,11850
1794236,3.0,4109
540030,5.0,3510
1413686,2.0,17064
1714205,3.0,13439
342695,3.0,7511
354582,3.0,2617
212694,3.0,8387
104793,4.0,10123
349285,3.0,11303
91990,5.0,8677
1883946,5.0,16668
1156035,5.0,3165
1381024,3.0,3165
2646503,5.0,6716
1072312,5.0,16567
165288,2.0,9110
1938784,4.0,148
1474260,3.0,12508
1666439,3.0,8357
664443,4.0,8687
230683,2.0,3441
1323881,3.0,9756
1802414,4.0,16438
2356653,5.0,8809
1564597,4.0,15784
1494790,2.0,11173
2633797,4.0,9131
975522,3.0,10055
50967,4.0,3570
1374909,4.0,4912
83992,5.0,6374
2117492,4.0,2016
1056709,4.0,9189
1995242,3.0,5496
819087,4.0,10123
2129389,3.0,6386
331562,4.0,13840
2023244,3.0,8370
1248145,5.0,16139
478600,4.0,12140
475931,4.0,5320
992576,3.0,8954
1941703,3.0,7430
1267764,5.0,10170
2375867,3.0,15677
889687,4.0,13048
180246,5.0,13593
2152506,5.0,6720
2291083,3.0,11840
1655778,5.0,6350
559558,5.0,11863
1085566,5.0,46
1098806,3.0,8915
1023887,3.0,7208
1595055,5.0,12161
1995242,5.0,1307
271682,1.0,8099
1075945,3.0,9756
1950559,3.0,8334
1115451,4.0,3403
2183434,3.0,1833
2112740,3.0,13302
1701442,2.0,11199
1175271,2.0,11910
669659,3.0,13458
18786,2.0,15532
1460897,5.0,312
1198828,4.0,17597
2182671,3.0,11096
660962,3.0,143
58485,4.0,15715
1414534,2.0,7621
2200976,4.0,17308
2379458,3.0,12221
1984813,3.0,12305
1973358,4.0,6243
50634,4.0,17339
2161726,4.0,13081
1347523,5.0,5926
2288254,4.0,7910
1793717,5.0,14737
2285933,5.0,16698
316857,5.0,13102
78684,1.0,2675
454071,4.0,6720
973453,1.0,16516
678212,2.0,10421
241634,4.0,16169
1427,4.0,14280
117535,3.0,11234
1364702,4.0,5395
1965849,5.0,118
983917,5.0,13580
1395606,5.0,7193
1065516,4.0,11283
474539,2.0,15034
398239,5.0,5004
2602249,3.0,8077
825576,4.0,11152
400103,4.0,11775
572937,3.0,8429
1065867,4.0,7234
2234481,1.0,2139
200741,3.0,5836
1567792,4.0,8627
169548,3.0,2218
2649388,2.0,12161
194351,4.0,2804
1523836,3.0,692
2069403,3.0,10004
1155580,4.0,5760
1882000,5.0,5582
1920310,3.0,14410
1111994,5.0,2944
2095697,1.0,9756
1811603,3.0,12034
854289,4.0,5695
2341923,2.0,7523
16581,5.0,16242
1753883,4.0,10625
1628622,3.0,9949
322962,4.0,4698
1026798,4.0,15107
1064308,3.0,10212
2224430,2.0,7563
236110,4.0,7523
1576491,3.0,17117
2638015,3.0,10423
1461487,5.0,1073
2317857,4.0,4590
697116,3.0,8370
1119113,4.0,9800
1066571,3.0,10230
1070499,5.0,6336
497877,4.0,12471
2387463,3.0,5054
1019455,2.0,7331
406841,4.0,12161
589483,4.0,4012
458392,4.0,4670
254048,3.0,12890
945561,2.0,15124
1361743,4.0,11802
501054,3.0,15070
78584,5.0,12317
702647,5.0,12639
1043055,4.0,16339
527166,5.0,13129
263680,2.0,17281
2003762,4.0,15627
1927274,4.0,6702
479898,3.0,7627
1989027,4.0,10607
321138,4.0,15237
399803,5.0,10042
2454469,4.0,3113
272331,4.0,11702
2019186,4.0,12966
1202266,3.0,4640
2619021,3.0,4136
2184469,2.0,10168
986439,3.0,4089
990248,5.0,14302
1246126,3.0,14574
631307,3.0,15496
1354649,5.0,3787
2134581,1.0,13195
280120,3.0,10423
1847231,4.0,17293
569972,5.0,16587
2377434,4.0,1877
640554,4.0,3371
217867,2.0,16158
74831,4.0,16008
666673,1.0,6683
844855,4.0,10451
1571609,5.0,2862
989228,5.0,12293
2553978,4.0,16718
1321637,5.0,9882
358532,5.0,9295
2167041,5.0,5926
1897286,4.0,1509
2075828,2.0,1693
1106844,3.0,15974
141876,3.0,12862
1421498,5.0,8954
2142141,5.0,11064
532207,2.0,16390
2356260,3.0,15646
1362567,4.0,16792
150886,4.0,6716
261053,3.0,3265
1954431,3.0,10378
2143270,5.0,13073
995620,4.0,2372
1305961,3.0,10428
1286051,5.0,17085
2416541,4.0,9628
137065,5.0,6037
37883,5.0,8413
2418357,4.0,14146
407487,4.0,13412
1784723,3.0,4682
2279890,4.0,1625
496853,1.0,3151
1139220,5.0,15563
2169870,3.0,4661
1705674,4.0,13836
2400183,3.0,6972
847471,4.0,11279
2329133,4.0,7919
1380460,4.0,3301
2506251,4.0,5035
1984580,2.0,5056
44203,4.0,1102
717338,5.0,4432
151004,5.0,14302
2079901,5.0,6196
769,4.0,2009
1957042,3.0,2112
2085266,4.0,1798
1520884,4.0,1370
1674777,4.0,14154
1963175,5.0,3624
1418477,3.0,4816
500353,5.0,1102
364247,4.0,6989
1153777,4.0,14187
2391809,5.0,2913
2504686,4.0,8393
1575746,2.0,17149
1866550,5.0,14240
1024189,5.0,17560
2490508,3.0,6972
1446604,5.0,11283
761197,4.0,16954
2142575,5.0,1046
2047339,2.0,17004
1868530,4.0,2095
2190800,5.0,14961
1294583,4.0,5521
2176972,5.0,4656
1190708,5.0,2938
1475998,3.0,11171
1642127,3.0,14691
1795110,4.0,16552
1631275,5.0,1092
1324577,4.0,13673
1373504,3.0,6552
473783,3.0,14760
1159548,4.0,4306
1897092,4.0,30
2583202,3.0,17070
2117446,3.0,58
1115285,5.0,9756
595537,3.0,12476
2338320,5.0,7742
2424328,5.0,15385
1150705,1.0,9740
1725515,5.0,12034
840537,4.0,6042
325882,3.0,5345
2593402,4.0,13648
1206638,4.0,6464
1245140,2.0,13763
230265,3.0,17247
1041095,3.0,11209
849685,5.0,1905
2559181,1.0,6347
2234481,3.0,15037
1486911,5.0,5888
1318272,3.0,5287
697998,4.0,11030
2005241,4.0,825
2322049,5.0,7155
1881556,3.0,3684
62512,3.0,14606
1502511,3.0,10424
1919203,4.0,8619
1106166,2.0,9960
1946164,4.0,1174
1115285,4.0,9614
285975,5.0,6068
2621129,4.0,4520
382577,4.0,16891
273019,5.0,5928
1930483,3.0,7186
1925991,5.0,4640
2597326,5.0,6692
1942575,5.0,3817
313926,4.0,10241
1452669,2.0,14734
959509,2.0,2897
1029034,5.0,8295
1621174,5.0,3463
1103576,4.0,3282
187180,5.0,13593
1373312,5.0,16209
1492307,4.0,3098
2432848,5.0,6287
78936,2.0,10835
1240678,5.0,3626
2038372,4.0,9368
1980244,4.0,13594
139681,3.0,17580
379411,3.0,4736
1625521,5.0,11398
1865846,4.0,11771
2637236,5.0,13580
1872329,3.0,13705
1316434,5.0,14651
557489,3.0,7814
2037580,5.0,11781
32412,5.0,7193
1143782,2.0,14047
1265763,3.0,5097
731450,4.0,1650
